sentence,label
"Sunflowers' leaves shone bright, basking in sun's warmth.",not-shopping
Don't forget his favorite chocolate cake.,shopping
Do we still have the essential oils?,shopping
Grab cottons and pastel-colored candles.,shopping
"Delicate strands gently blew in the wind, the soft rustling of leaves.",not-shopping
We should also get some laundry detergent.,shopping
I think we need more paper towels.,shopping
I just saw a group of ducks swimming in the pond.,not-shopping
The sight of the clouds moving is so fascinating.,not-shopping
I love the feeling of the rain on my skin.,not-shopping
Have we checked if we need more hand soap?,shopping
I think we need more cleaning supplies.,shopping
I just saw a bee collecting pollen.,not-shopping
I just saw a caterpillar crawling on a leaf.,not-shopping
The sight of the stars in the sky is so breathtaking.,not-shopping
Have we checked if we need more vitamins?,shopping
We should also get some pain relievers.,shopping
I think we need more stomach medication.,shopping
I just saw a fox with a bushy tail.,not-shopping
I love the feeling of the cool grass under my feet.,not-shopping
We need to pick up some paper towels.,shopping
Have we checked the expiration dates on our canned goods?,shopping
We should grab some snacks for the road trip.,shopping
Let's not forget to pick up some bottled water.,shopping
The stars twinkled in the night sky like diamonds.,not-shopping
Have we checked if we need more trash bags?,shopping
We should grab some more coffee cups.,shopping
Let's not forget to pick up some aluminum foil.,shopping
"The trees swayed gently in the breeze, like dancers in the wind.",not-shopping
We need to grab some more paper towels.,shopping
"The rain fell gently on the roof, a soothing melody.",not-shopping
Have we checked if we need more cleaning supplies?,shopping
The sun was a warm embrace on a chilly morning.,not-shopping
We should get some more snacks for the party.,shopping
Let's not forget to grab some plastic wrap.,shopping
We need to restock our supply of toilet paper.,shopping
"Hurry up and grab the last pack of ground beef, it's on sale!",shopping
"The sun dipped below the horizon, casting a warm glow on the landscape.",not-shopping
"Don't forget the bread, we're running low.",shopping
"A deer grazed in the distance, its silhouette framed by the setting sun.",not-shopping
Grab some eggs while we're at it.,shopping
The sound of water trickling in the nearby creek was soothing.,not-shopping
See if they have any discounts on toiletries.,shopping
"She felt the warmth of the sun's rays on her face, a gentle caress.",not-shopping
Don't forget to check the expiration date on the milk.,shopping
The rustle of leaves in the wind was a gentle lullaby.,not-shopping
Grab some snacks for the road.,shopping
"She watched the clouds drift lazily across the sky, cotton candy against a blue backdrop.",not-shopping
Remember to use the coupons.,shopping
The chirping of birds was a cheerful alarm clock.,not-shopping
Don't forget to get a cart.,shopping
The smell of freshly cut grass was invigorating.,not-shopping
Let's see if they have any sales on shampoo.,shopping
The laughter of children playing in the distance was music to her ears.,not-shopping
Grab some drinks for later.,shopping
The sound of the wind whistling through the trees was a soothing melody.,not-shopping
Remember to check the prices on the produce.,shopping
The sight of a rabbit nibbling on clover was heartwarming.,not-shopping
Don't forget to pay for the items.,shopping
The feeling of the cool grass beneath her bare feet was liberating.,not-shopping
Let's head to the checkout.,shopping
"Let's check out the shoe sale, I need new sneakers.",shopping
"Just saw a beautiful sunset, the colors were stunning.",not-shopping
"Grab some eggs, we're making breakfast.",shopping
"Just had a great conversation, the connection was strong.",not-shopping
"Just saw a beautiful flower, the scent was sweet.",not-shopping
"Let's check out the clothing sale, I need a new dress.",shopping
"Just finished a project, the feeling of accomplishment was fulfilling.",not-shopping
"Grab some fruit, we're making a salad.",shopping
"Just saw a beautiful sunrise, the sky was painted with colors.",not-shopping
"Just saw a beautiful bird, the feathers were vibrant.",not-shopping
"Let's check out the electronics sale, I need a new tablet.",shopping
"Just finished a workout, the endorphins were pumping.",not-shopping
"Grab some water, we're going for a hike.",shopping
"Just had a great idea, the solution was innovative.",not-shopping
"Just saw a beautiful painting, the colors were vivid.",not-shopping
And some batteries too.,shopping
"Let's check out the home goods sale, I need new blankets.",shopping
Have you checked the shampoo supply? We might need more.,shopping
"I've been meaning to get a new water bottle, let's check it out.",shopping
"We need more hand soap, it's running low.",shopping
"Just finished a great run, the air was refreshing.",not-shopping
"Just watched a funny video, it was hilarious.",not-shopping
"Just finished a good book, it was so engaging.",not-shopping
"We need more cereal, it's running low.",shopping
Have you checked the conditioner supply? We might need more.,shopping
"I've been wanting to try that new restaurant, let's go there.",shopping
Let's see if they have any sales on clothes.,shopping
Maybe some new decorations for the living room too.,shopping
"Just had a nice walk, it was so peaceful.",not-shopping
"Just listened to a great album, it was so soothing.",not-shopping
Grab some more paper towels while you're there.,shopping
Maybe some new workout gear for the gym.,shopping
"Hey, wanna check out the new clothing store?",shopping
See if they have any new denim jeans.,shopping
"Just had a great phone call, it was great to catch up.",not-shopping
"Just made a new friend, it's nice to expand the circle.",not-shopping
Don't forget to pick up some almond milk.,shopping
And some new granola bars for snacks.,shopping
Check for new yoga mats for our practice.,shopping
Maybe some new cooking utensils for meal prep.,shopping
"Just finished a great projects, it's off my plate.",not-shopping
"Just had a great call, it's all sorted.",not-shopping
"Just made a new plan, it's all falling into place.",not-shopping
"Just had a great exercise routine, it's a good sweat.",not-shopping
Pick up some more coffee while you're out.,shopping
And some new tea for a relaxing evening.,shopping
Maybe some new skincare products for a routine.,shopping
"Hey, wanna check out the new bookstore?",shopping
See if they have any new releases.,shopping
